DateTime,Tweet Id,Tweet,Username,Location,content_indo
2020-08-15 06:00:12+00:00,1.2945142062351442e+18,"Jawa Barat merupakan salah satu daerah penyumbang terbesar produk domestik bruto nasional. #Insight with @desianwar akan mengulas bersama @ridwankamil, Kepala Perwakilan BI Provinsi Jabar, Dirut Bank BJB, hari ini pukul 18.00 WIB hanya di https://t.co/znrovcIDtZ! https://t.co/rs8QYW01mF",CNNIDinsight,,jawa barat rupa salah daerah sumbang produk domestik bruto nasional ulas kepala wakil bi provinsi jabar direktur utama bank bjb indonesia barat
2022-12-11 11:02:55+00:00,1.6018952970005463e+18,@PRFMnews @fenttea Wali kota na cicing wae @kangyanamulyana gubernur na hare hare @ridwankamil ðð,Sonagunawan2,,wali kota na cicing gubernur na hare hare
2020-07-17 04:39:02+00:00,1.2839845340656476e+18,"#MetroSiang Ketua gugus tugas percepatan Covid-19 Jawa Barat Ridwan Kamil dalam pertemuan virtual dengan pimpinan pusat TNI menyatakan siap memfasilitasi tes masif di institusi-institusi pendidikan kenegaraan.
Streaming: https://t.co/jMf6U0vM3x https://t.co/88E4N55vRQ",Metro_TV,,ketua gugus tugas cepat covid jawa barat ridwan kamil temu virtual pimpin pusat tentara nasional indonesia nyata fasilitas tes masif institusi institusi didik negara streaming
2022-08-06 04:00:24+00:00,1.5557657107645153e+18,"@zarazettirazr @ridwankamil Gak ada bangunan megah kak, itu sebagai daya tarik anak2. Ibukota memang mempunyai magnet buat warga luar jkt",azzamputra,Jakarta timur,bangun megah kak daya tarik anak kota magnet warga jakarta
2020-09-18 17:20:24+00:00,1.307006570773975e+18,@agro_chemical @narkosun @ganjarpranowo @hariankompas @jawapos @KhofifahIP @Puspen_TNI @radarmagelang @korantempo @detikcom @ridwankamil @JatimPemprov @PemprovJatengID @kemendagri Acaranya udah terselenggaranya bosss. Pertanyaan selanjutnya apakah Kegiatan tsb sudah mengantongi izin? (pastinya tidak). Kemudian apa tidaklanjut dari kejadian ini? Apakah dibiarkan mengalir saja. Kalau dibiarkan saja ya siap2 saja (otw kota2 lain).,NRFarhanJamil,Jakarta-lamongan,acara selenggara bosss giat kantong izin tidaklanjut biar alir biar ya on the way kota
2022-11-30 08:23:47+00:00,1.5978689855921234e+18,@AndreasBayuSapu Yup peran guru dan orang tua sangat penting dalam dalam mengurangi angka perundungan pada anak #bersamajuara #ridwankamil,iinleztarie,,iya peran guru orang tua angka rundung anak
2020-02-27 14:27:18+00:00,1.2330358853918925e+18,"#Repost @humasjabar
â¢ â¢ â¢ â¢ â¢ â¢

Inilah arahan Gubernur Jabar Kang @Ridwankamil dalam menangani banjir di Kabupaten Subangðª
.
Saat melakukan tinjauan, Kang Emil mengadakan rakor dengan Bupati dan beberapa dinasâ¦ https://t.co/54XpREoGqE",dinassda_jabar,"Bandung, Jawa Barat",arah gubernur jabar kang tangan banjir kabupaten subang laku tinjau kang emil rapat koordinasi bupati dinas
2022-06-03 10:20:11+00:00,1.5326684607480054e+18,"Perwakilan Gubernur Jawa Barat, Ridwan Kamil, Erwin Muniruzaman mengatakan, keluarga telah mengikhlaskan Emmeril Kahn Mumtadz. #publisherstory https://t.co/KPDs1uYdiq",kumparan,,wakil gubernur jawa barat ridwan kamil erwin muniruzaman keluarga ikhlas emmeril kahn mumtadz
2020-04-22 01:11:31+00:00,1.2527669528937636e+18,"@PRFMnews @tmc_restabesbdg @OdedMD @ridwankamil tanya, aturan berkendara yg bener yg mana? sedan maks 2 atay tiga? minibus maks 3 atau 4? soalnya mobil jemputan kantor pakai aturan minibus maks 4, atuh ditilang mun maks 3 https://t.co/3o0m56HKjG",spidamar,,atur kendara sedan maks atay minibus maks mobil jemput kantor pakai atur minibus maks atuh tilang mun maks
2022-09-30 14:05:07+00:00,1.575849224201466e+18,"Selamat malam #SobatBima6 di wilayah #Ciayumaja sambil menemani beristirahat, mimin mau menginformasikan kegiatan pemeliharaan jalan yaitu pekerjaan #PerawatanAreaJembatan di ruas jalan Bts.Mjlk/Crb-Cigasong https://t.co/pS7JgoBvCo.33+700
@bimautamajabar @ridwankamil #dbmprjuara https://t.co/R5H204od06",bima6ciayumaja,,selamat malam wilayah tani istirahat admin informasi giat pelihara jalan kerja ruas jalan bts mjlk crb cigasong
2022-06-03 07:02:29+00:00,1.5326187066602578e+18,"Gubernur Jawa Barat Ridwan Kamil meyakini bahwa putranya, Emmeril Kahn Mumtadz atau #Eril sudah meninggal dunia karena tenggelam. Ia beserta istri sudah mengikhlaskan sepenuhnya kepergian Eril.

https://t.co/nCKk6chCkQ",monologis_id,BANDAR LAMPUNG,gubernur jawa barat ridwan kamil putra emmeril kahn mumtadz tinggal dunia tenggelam istri ikhlas sepenuh pergi eril
